error,gral__codigo_catastral,gral__fecha_aprobacion,gral__informe,gral__normativa_segun_informe,gral__patron_de_asentamiento,gral__zona_referencial,identificador_b64,otro__arquitecto_reponsable,otro__tipo_de_obra,otro__tipo_de_proyecto,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,url
,017 0326 0019 0000,02/ago./2023,DACT-SERMAT III Nº1225/2023,219/2023,,OBRAJES,MDE3MDMyNjAwMTkwMDAwfDQ3NzA1fDIwMjM=,IVAN CHUI LUCERO,Construcción Nueva,Comercial,null m2,0 plantas,0.00 m2,0.00 m2,0 plantas,189.57 m2,23.62 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,3.00 ml,0.00 ml,1 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE3MDMyNjAwMTkwMDAwfDQ3NzA1fDIwMjM=
,020 0801 0036 0000,11/ago./2023,DACT-SERMAT I-II Nº2109/2023,SMAP-DATF-UAPFT Nº 1058/2022,,PAMPAHASI,MDIwMDgwMTAwMzYwMDAwfDQ3NzU3fDIwMjM=,DORA ALMA CRESPO JULIAN,Construcción Nueva,Residencial,null m2,0 plantas,0.00 m2,0.00 m2,0 plantas,57.76 m2,9.90 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,0.00 ml,0.00 ml,1 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDgwMTAwMzYwMDAwfDQ3NzU3fDIwMjM=
,036 0479 0023 0000,14/jul./2023,DACT-SERMAT I-II Nº1983,,3 - d14,VILLA COPACABANA,MDM2MDQ3OTAwMjMwMDAwfDQ3NzY5fDIwMjM=,PASTOR BAUTISTA MAMANI,Construcción Nueva,Residencial,75.56 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,24.66 m2,6.41 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,0.75 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDQ3OTAwMjMwMDAwfDQ3NzY5fDIwMjM=
,036 0420 0003 0000,28/jul./2023,DACT-SERMAT I-II Nº2026,,3 - d14,VILLA COPACABANA,MDM2MDQyMDAwMDMwMDAwfDQ3Nzg4fDIwMjM=,BLANCA MARIA QUISPE LIMACHI,Construcción Nueva,Residencial,175.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,52.50 m2,8.50 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDQyMDAwMDMwMDAwfDQ3Nzg4fDIwMjM=
,046 0089 0016 0000,11/jul./2023,DACT-SERMAT III Nº1122,,4A - d19,LA RINCONADA,MDQ2MDA4OTAwMTYwMDAwfDQ3NzkzfDIwMjM=,ROSSE MARY LAURA NINA,Construcción Nueva,Residencial,1232.28 m2,0 plantas,631.68 m2,0.00 m2,1 plantas,426.53 m2,24.78 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MDA4OTAwMTYwMDAwfDQ3NzkzfDIwMjM=
,006 0683 0012 0000,09/ago./2023,DACT-SERMAT I-II Nº2201,,3 - d13,CHUQUIAGUILLO,MDA2MDY4MzAwMTIwMDAwfDQ3ODExfDIwMjM=,JUAN MANUEL FERNANDEZ PACO,Construcción Nueva,Residencial,153.18 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,55.42 m2,19.21 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDY4MzAwMTIwMDAwfDQ3ODExfDIwMjM=
,036 0062 0033 0000,01/ago./2023,DACT-SERMAT I-II Nº2124,,3 - d14,VILLA COPACABANA,MDM2MDA2MjAwMzMwMDAwfDQ3ODEyfDIwMjM=,IBLIN CARMIÑA MENA REVOLLO,Construcción Nueva,Residencial,383.82 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,120.13 m2,19.03 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDA2MjAwMzMwMDAwfDQ3ODEyfDIwMjM=
,046 1132 0012 0000,21/jul./2023,DACT-SERMAT III Nº1179/2023,,4PO - d19,ALTO CALACOTO,MDQ2MTEzMjAwMTIwMDAwfDQ3ODQ0fDIwMjM=,CRISTIAN GONZALO SALAZAR SANCHEZ,Construcción Nueva,Residencial,613.44 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,185.76 m2,21.42 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,10 unidades,3.00 ml,0.00 ml,1 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MTEzMjAwMTIwMDAwfDQ3ODQ0fDIwMjM=
,001 0034 0066 0000,28/jul./2023,DACT-SERMAT I-II Nº2058,,3C - d11,ACHACHICALA,MDAxMDAzNDAwNjYwMDAwfDQ3ODQ4fDIwMjM=,ENRIQUE ARMANDO ALI CUBA,Construcción Nueva,Residencial,169.70 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,17.68 m2,6.65 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,0.63 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDAzNDAwNjYwMDAwfDQ3ODQ4fDIwMjM=
,006 0571 0007 0000,24/jul./2023,DACT-SERMAT I-II Nº2065,,3 - d13,VILLA EL CARMEN,MDA2MDU3MTAwMDcwMDAwfDQ3ODU1fDIwMjM=,JUAN MARCELO COCO SALAZAR,Construcción Nueva,Residencial,209.10 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.73 m2,27.74 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDU3MTAwMDcwMDAwfDQ3ODU1fDIwMjM=
,037 0024 0019 0000,01/ago./2023,DACT-SERMAT I-II Nº2142,,3C - d8,VILLA VICTORIA,MDM3MDAyNDAwMTkwMDAwfDQ3ODgyfDIwMjM=,CARLA PAZ MOSQUEIRA,Construcción Nueva,Residencial,260.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,78.43 m2,10.05 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM3MDAyNDAwMTkwMDAwfDQ3ODgyfDIwMjM=
,006 0098 0016 0000,10/nov./2023,DACT-SERMAT I-II Nº3679,,3 - d13,VILLA FATIMA,MDA2MDA5ODAwMTYwMDAwfDQ3ODg0fDIwMjM=,PATRICIA LILIAN PACO GONZALES,Construcción Nueva,Residencial,165.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,50.26 m2,11.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDA5ODAwMTYwMDAwfDQ3ODg0fDIwMjM=
,013 0009 0019 0000,24/jul./2023,DACT-SERMAT I-II Nº2038,,3F - d2,MIRAFLORES,MDEzMDAwOTAwMTkwMDAwfDQ3ODg2fDIwMjM=,EDDY ARIEL NINA LOZA,Construcción Nueva,Residencial Mixta,57.24 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,6.22 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEzMDAwOTAwMTkwMDAwfDQ3ODg2fDIwMjM=
,001 0332 0005 0000,12/ago./2023,DACT-SERMAT I-II Nº2261,,2 - d11,ACHACHICALA,MDAxMDMzMjAwMDUwMDAwfDQ3ODg5fDIwMjM=,FELIX PATRICIO CHAMBILLA MACHICADO,Construcción Nueva,Residencial,219.85 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,28.06 m2,6.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDMzMjAwMDUwMDAwfDQ3ODg5fDIwMjM=
,031 0860 0043 0000,22/jul./2023,DACT-SERMAT I-II Nº2041,,3 - d4,TEMBLADERANI,MDMxMDg2MDAwNDMwMDAwfDQ3OTA2fDIwMjM=,EDDY ARIEL NINA LOZA,Ampliación,Residencial,100.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,31.03 m2,9.06 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.35 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDg2MDAwNDMwMDAwfDQ3OTA2fDIwMjM=
,031 0342 0015 0000,03/ago./2023,DACT-SERMAT I-II Nº2156,,3C,BAJO LLOJETA,MDMxMDM0MjAwMTUwMDAwfDQ3OTM5fDIwMjM=,DANIEL GUILLERMO AGUAYO ZEBALLOS,Construcción Nueva,Residencial,156.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,21.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDM0MjAwMTUwMDAwfDQ3OTM5fDIwMjM=
,032 0049 0010 0000,12/ago./2023,DACT-SERMAT I-II Nº2280,,3C - d7,14 DE SEPTIEMBRE,MDMyMDA0OTAwMTAwMDAwfDQ3OTY5fDIwMjM=,INOCENCIO PACAJES MAMANI,Construcción Nueva,Residencial,102.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,11.03 m2,11.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMyMDA0OTAwMTAwMDAwfDQ3OTY5fDIwMjM=
,022 0052 0054 0000,31/jul./2023,DACT-SERMAT I-II Nº2103/2023,SMP-DACT-UAPCT Nº 0322/2023,,KANTUTANI,MDIyMDA1MjAwNTQwMDAwfDQ3OTc2fDIwMjM=,JUAN MARCELO COCO SALAZAR,Construcción Nueva,Residencial,null m2,0 plantas,142.57 m2,0.00 m2,1 plantas,64.25 m2,7.60 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIyMDA1MjAwNTQwMDAwfDQ3OTc2fDIwMjM=
,008 0143 0005 0000,01/ago./2023,DACT-SERMAT I-II Nº2151,,1 - d9,CHUALLUMA,MDA4MDE0MzAwMDUwMDAwfDQ3OTc5fDIwMjM=,JUAN MANUEL FERNANDEZ PACO,Construcción Nueva,Residencial,132.12 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,41.73 m2,24.01 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA4MDE0MzAwMDUwMDAwfDQ3OTc5fDIwMjM=
,014 0052 0023 0000,28/jul./2023,DACT-SERMAT I-II Nº2079/2023,,3F - d2,MIRAFLORES,MDE0MDA1MjAwMjMwMDAwfDQ4MDI0fDIwMjM=,FREDDY MIGUEL GOMEZ CAMACHO,Construcción Nueva,Residencial,158.51 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,47.84 m2,14.10 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,1 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE0MDA1MjAwMjMwMDAwfDQ4MDI0fDIwMjM=
,046 0361 0002 0000,03/ago./2023,DACT-SERMAT III Nº1257/2023,,4A - d20,MALLASILLA,MDQ2MDM2MTAwMDIwMDAwfDQ4MDI5fDIwMjM=,MARCIAL CARDENAS ROSSEL,Construcción Nueva,Residencial,425.90 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,176.68 m2,14.28 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,10.25 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MDM2MTAwMDIwMDAwfDQ4MDI5fDIwMjM=
,001 0030 0004 0000,16/ago./2023,DACT-SERMAT I-II Nº2306,,3C - d11,ACHACHICALA,MDAxMDAzMDAwMDQwMDAwfDQ4MTA2fDIwMjM=,JAVIER RAMIRO ALAVE CRISPIN,Construcción Nueva,Residencial,301.12 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,33.61 m2,12.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,1 plantas,7 plantas,0.85 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDAzMDAwMDQwMDAwfDQ4MTA2fDIwMjM=
,032 0029 0014 0000,22/ago./2023,DACT-SERMAT I-II Nº2222,,3C - d7,14 DE SEPTIEMBRE,MDMyMDAyOTAwMTQwMDAwfDQ4MTA3fDIwMjM=,YHONI CONDORI MERUBIA,Construcción Nueva,Residencial Mixta,234.99 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,90.40 m2,6.37 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,7 plantas,0.85 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMyMDAyOTAwMTQwMDAwfDQ4MTA3fDIwMjM=
,006 0292 0060 0000,16/ago./2023,DACT-SERMAT I-II Nº2190/2023,,2 - d13,LA MERCED,MDA2MDI5MjAwNjAwMDAwfDQ4MTI1fDIwMjM=,GONZALO DE LORENZO QUISPE MOLLO,Construcción Nueva,Residencial,59.60 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,6.17 m2,4.53 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDI5MjAwNjAwMDAwfDQ4MTI1fDIwMjM=
,020 0152 0012 0000,17/ago./2023,DACT-SERMAT I-II Nº2255/2023,,3C - d15,VILLA SAN ANTONIO,MDIwMDE1MjAwMTIwMDAwfDQ4MTMzfDIwMjM=,FREDY GUMERCINDO ANDRADE LIMA,Construcción Nueva,Residencial,123.73 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,12.58 m2,9.02 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDE1MjAwMTIwMDAwfDQ4MTMzfDIwMjM=
,001 0121 0043 0000,17/ago./2023,DACT-SERMAT I-II Nº2350,,2 - d11,ACHACHICALA,MDAxMDEyMTAwNDMwMDAwfDQ4MTM4fDIwMjM=,MILTON RAMIRO HUARACHI APAZA,Construcción Nueva,Residencial,202.10 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,20.30 m2,12.06 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDEyMTAwNDMwMDAwfDQ4MTM4fDIwMjM=
,020 0236 0009 0000,08/ago./2023,DACT-SERMAT I-II Nº2230,,3 - d16,PAMPAJASI,MDIwMDIzNjAwMDkwMDAwfDQ4MTQ1fDIwMjM=,INOCENCIO PACAJES MAMANI,Construcción Nueva,Residencial,100.22 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,33.59 m2,7.65 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.35 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDIzNjAwMDkwMDAwfDQ4MTQ1fDIwMjM=
,001 0149 0004 0000,04/ago./2023,DACT-SERMAT I-II Nº2178/2023,,2 - d11,VINO TINTO,MDAxMDE0OTAwMDQwMDAwfDQ4MTUyfDIwMjM=,EDWIN FREDDY ARRATIA  MAYTA,Construcción Nueva,Residencial Mixta,172.20 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,17.80 m2,11.39 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.40 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDE0OTAwMDQwMDAwfDQ4MTUyfDIwMjM=
,044 0904 0017 0000,09/ago./2023,DACT-SERMAT III Nº1279,,4P.R - d18,CONDORES LAKOTA,MDQ0MDkwNDAwMTcwMDAwfDQ4MTY2fDIwMjM=,JULIO GUIDO IRAHOLA PORTILLO,Construcción Nueva,Residencial,435.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,42.49 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,2 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDkwNDAwMTcwMDAwfDQ4MTY2fDIwMjM=
,005 0033 0024 0000,17/ago./2023,DACT-SERMAT I-II Nº2315/2023,,3C - d8,EL TEJAR,MDA1MDAzMzAwMjQwMDAwfDQ4MjE1fDIwMjM=,PAOLA VERÓNICA PHILCO PARDO,Construcción Nueva,Residencial Mixta,201.90 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,22.28 m2,8.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,7 plantas,0.58 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDAzMzAwMjQwMDAwfDQ4MjE1fDIwMjM=
,031 0004 0012 0000,10/ago./2023,DACT-SERMAT I-II Nº2304,,3C - d4,SAN PEDRO ALTO,MDMxMDAwNDAwMTIwMDAwfDQ4MjMxfDIwMjM=,JUAN CARLOS BAPTISTA GOMEZ,Construcción Nueva,Residencial,238.22 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,23.82 m2,10.07 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDAwNDAwMTIwMDAwfDQ4MjMxfDIwMjM=
,002 0072 0003 0000,09/ago./2023,DACT-SERMAT I-II Nº2216,,2 - d11,AGUA DE LA VIDA,MDAyMDA3MjAwMDMwMDAwfDQ4MjM2fDIwMjM=,PEDRO RAFAEL QUEHUI MORALES,Construcción Nueva,Residencial,130.09 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,13.09 m2,9.45 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAyMDA3MjAwMDMwMDAwfDQ4MjM2fDIwMjM=
,013 0006 0023 0000,16/ago./2023,DACT-SERMAT I-II Nº2279,,3F - d2,MIRAFLORES,MDEzMDAwNjAwMjMwMDAwfDQ4MjQ1fDIwMjM=,ANDREA IVETTE CARRASCO LIQUEN,Construcción Nueva,Residencial Mixta,194.63 m2,0 plantas,194.63 m2,0.00 m2,2 plantas,58.40 m2,27.79 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,3.00 ml,0.00 ml,0 plantas,6 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEzMDAwNjAwMjMwMDAwfDQ4MjQ1fDIwMjM=
,044 1467 0024 0000,23/ago./2023,DACT-SERMAT III Nº1378/2023,,4P.R - d18,ACHUMANI,MDQ0MTQ2NzAwMjQwMDAwfDQ4MjY5fDIwMjM=,JOSE ANIBAL VELASCO CABERO,Construcción Nueva,Residencial,300.00 m2,1 plantas,178.46 m2,0.00 m2,1 plantas,0.00 m2,20.09 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,3.00 ml,0.00 ml,1 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTQ2NzAwMjQwMDAwfDQ4MjY5fDIwMjM=
,006 0402 0014 0000,24/ago./2023,DACT-SERMAT I-II Nº2432,,3C - d13,VILLA EL CARMEN,MDA2MDQwMjAwMTQwMDAwfDQ4Mjc2fDIwMjM=,DANIEL GUILLERMO AGUAYO ZEBALLOS,Construcción Nueva,Residencial,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,54.40 m2,9.48 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.85 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDQwMjAwMTQwMDAwfDQ4Mjc2fDIwMjM=
,010 0007 0004 0000,08/ago./2023,DACT-SERMAT I-II Nº2195/2023,,3C - d7,GRAN PODER,MDEwMDAwNzAwMDQwMDAwfDQ4Mjk4fDIwMjM=,ELIO QUISBERT  APAZA,Construcción Nueva,Residencial Mixta,153.52 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,15.35 m2,11.18 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEwMDAwNzAwMDQwMDAwfDQ4Mjk4fDIwMjM=
,012 0024 0035 0000,15/ago./2023,DACT-SERMAT I-II Nº2302,,3 - d8,VILLA VICTORIA,MDEyMDAyNDAwMzUwMDAwfDQ4MzE5fDIwMjM=,WALTER LIMACHI CONDORI,Construcción Nueva,Residencial Mixta,214.40 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,64.32 m2,7.80 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEyMDAyNDAwMzUwMDAwfDQ4MzE5fDIwMjM=
,034 0029 0007 0000,22/ago./2023,DACT-SERMAT I-II Nº2358/2023,,3 - d17,SAN ISIDRO,MDM0MDAyOTAwMDcwMDAwfDQ4MzI1fDIwMjM=,RONALD RICHARD RODAS PALMA,Construcción Nueva,Residencial Mixta,253.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,116.57 m2,32.55 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM0MDAyOTAwMDcwMDAwfDQ4MzI1fDIwMjM=
,020 0752 0020 0000,10/ago./2023,DACT-SERMAT I-II Nº2276,,3 - d16,PAMPAJASI,MDIwMDc1MjAwMjAwMDAwfDQ4MzY1fDIwMjM=,WILFREDO RENE PACO GUTIERREZ,Construcción Nueva,Residencial,200.40 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,64.68 m2,16.70 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDc1MjAwMjAwMDAwfDQ4MzY1fDIwMjM=
,005 0033 0023 0000,01/sept./2023,DACT-SERMAT I-II Nº2607,,3C - d8,EL TEJAR,MDA1MDAzMzAwMjMwMDAwfDQ4Mzk5fDIwMjM=,PAOLA VERÓNICA PHILCO PARDO,Construcción Nueva,Residencial Mixta,100.91 m2,0 plantas,0.00 m2,96.59 m2,0 plantas,30.64 m2,4.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,7 plantas,0.58 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDAzMzAwMjMwMDAwfDQ4Mzk5fDIwMjM=
,014 0023 0018 0000,09/ago./2023,DACT-SERMAT I-II Nº2223,SMP-DATF-UAPFT Nº 0173/2022-,,MIRAFLORES,MDE0MDAyMzAwMTgwMDAwfDQ4NDAxfDIwMjM=,GUISELA NORAH BARAHONA PARRADO,Construcción Nueva,Residencial,null m2,0 plantas,0.00 m2,0.00 m2,0 plantas,55.54 m2,2.95 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,3.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE0MDAyMzAwMTgwMDAwfDQ4NDAxfDIwMjM=
,020 0307 0010 0000,22/ago./2023,DACT-SERMAT I-II Nº2426/2023,,3 - d16,PAMPAHASI,MDIwMDMwNzAwMTAwMDAwfDQ4NDYxfDIwMjM=,DIOGENES PIER CHOQUE MAMANI,Construcción Nueva,Residencial Mixta,206.85 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,65.04 m2,11.97 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDMwNzAwMTAwMDAwfDQ4NDYxfDIwMjM=
,044 0134 0035 0000,22/ago./2023,DACT-SERMAT III Nº1353,,4CP - d19,CALACOTO (SAN MIGUEL),MDQ0MDEzNDAwMzUwMDAwfDQ4NDY4fDIwMjM=,SELVA GISELLE ZAMORANO SERRUDO,Construcción Nueva,Residencial,539.28 m2,0 plantas,539.28 m2,0.00 m2,3 plantas,129.12 m2,17.14 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,36 unidades,3.00 ml,0.00 ml,0 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDEzNDAwMzUwMDAwfDQ4NDY4fDIwMjM=
